"customer_id","r_score","f_score","m_score","rfm_cell","customer_segment"
13969,1,1,1,111,Hibernating / Lost
15290,1,1,1,111,Hibernating / Lost
12474,1,1,1,111,Hibernating / Lost
15465,1,1,1,111,Hibernating / Lost
13576,1,1,1,111,Hibernating / Lost
16746,1,1,1,111,Hibernating / Lost
13418,1,1,1,111,Hibernating / Lost
13004,1,1,1,111,Hibernating / Lost
14562,1,1,1,111,Hibernating / Lost
12437,1,1,1,111,Hibernating / Lost
14085,1,1,1,111,Hibernating / Lost
14534,1,1,1,111,Hibernating / Lost
16458,1,1,1,111,Hibernating / Lost
14096,1,1,1,111,Hibernating / Lost
12540,1,1,1,111,Hibernating / Lost
17706,1,1,1,111,Hibernating / Lost
14796,1,1,1,111,Hibernating / Lost
15044,1,1,1,111,Hibernating / Lost
16745,1,1,1,111,Hibernating / Lost
15144,1,1,1,111,Hibernating / Lost
14057,1,1,1,111,Hibernating / Lost
13050,1,1,1,111,Hibernating / Lost
15805,1,1,1,111,Hibernating / Lost
18198,1,1,1,111,Hibernating / Lost
16626,1,1,1,111,Hibernating / Lost
17920,1,1,1,111,Hibernating / Lost
17238,1,1,1,111,Hibernating / Lost
14702,1,1,1,111,Hibernating / Lost
16928,1,1,1,111,Hibernating / Lost
18241,1,1,1,111,Hibernating / Lost
14217,1,1,2,112,Hibernating / Lost
14680,1,1,1,111,Hibernating / Lost
16843,1,1,1,111,Hibernating / Lost
14367,1,1,1,111,Hibernating / Lost
15738,1,1,1,111,Hibernating / Lost
15555,1,1,1,111,Hibernating / Lost
15187,1,1,1,111,Hibernating / Lost
16592,1,1,1,111,Hibernating / Lost
16904,1,1,1,111,Hibernating / Lost
14543,1,1,1,111,Hibernating / Lost
16011,1,1,1,111,Hibernating / Lost
18283,1,1,1,111,Hibernating / Lost
12931,1,1,1,111,Hibernating / Lost
17404,1,1,1,111,Hibernating / Lost
15640,1,1,1,111,Hibernating / Lost
15125,1,1,1,111,Hibernating / Lost
12709,1,1,1,111,Hibernating / Lost
16656,1,1,1,111,Hibernating / Lost
12683,1,1,1,111,Hibernating / Lost
15194,1,1,1,111,Hibernating / Lost
12583,1,1,1,111,Hibernating / Lost
13985,1,1,1,111,Hibernating / Lost
12989,1,1,1,111,Hibernating / Lost
16713,1,1,1,111,Hibernating / Lost
16187,1,1,1,111,Hibernating / Lost
12431,1,1,1,111,Hibernating / Lost
15939,1,1,1,111,Hibernating / Lost
17719,1,1,1,111,Hibernating / Lost
13269,1,1,1,111,Hibernating / Lost
15046,1,1,1,111,Hibernating / Lost
17690,1,1,1,111,Hibernating / Lost
14135,1,1,1,111,Hibernating / Lost
15291,1,1,1,111,Hibernating / Lost
14189,1,1,1,111,Hibernating / Lost
17611,1,1,1,111,Hibernating / Lost
15867,1,1,1,111,Hibernating / Lost
14282,1,1,1,111,Hibernating / Lost
17346,1,1,1,111,Hibernating / Lost
15271,1,1,1,111,Hibernating / Lost
13695,1,1,1,111,Hibernating / Lost
14607,1,1,1,111,Hibernating / Lost
13458,1,1,1,111,Hibernating / Lost
13090,1,1,1,111,Hibernating / Lost
15601,1,1,1,111,Hibernating / Lost
18223,1,1,1,111,Hibernating / Lost
15694,1,1,1,111,Hibernating / Lost
12839,1,1,1,111,Hibernating / Lost
13756,1,1,1,111,Hibernating / Lost
15547,1,1,1,111,Hibernating / Lost
17613,1,1,1,111,Hibernating / Lost
15955,1,1,1,111,Hibernating / Lost
14092,1,1,1,111,Hibernating / Lost
16607,1,1,1,111,Hibernating / Lost
17220,1,1,1,111,Hibernating / Lost
16326,1,1,1,111,Hibernating / Lost
13230,1,1,1,111,Hibernating / Lost
17965,1,1,1,111,Hibernating / Lost
18065,1,1,1,111,Hibernating / Lost
17790,1,1,2,112,Hibernating / Lost
15827,1,1,2,112,Hibernating / Lost
14088,1,1,1,111,Hibernating / Lost
13001,1,1,1,111,Hibernating / Lost
13488,1,1,1,111,Hibernating / Lost
12757,1,1,1,111,Hibernating / Lost
15249,1,1,1,111,Hibernating / Lost
13871,1,1,1,111,Hibernating / Lost
13709,1,1,1,111,Hibernating / Lost
14415,1,1,1,111,Hibernating / Lost
16701,1,1,1,111,Hibernating / Lost
17730,1,1,1,111,Hibernating / Lost
16191,1,1,1,111,Hibernating / Lost
16700,1,1,1,111,Hibernating / Lost
15719,1,1,1,111,Hibernating / Lost
14709,1,1,1,111,Hibernating / Lost
13013,1,1,1,111,Hibernating / Lost
15152,1,1,1,111,Hibernating / Lost
16722,1,1,1,111,Hibernating / Lost
14191,1,1,1,111,Hibernating / Lost
17975,1,1,1,111,Hibernating / Lost
12712,1,1,1,111,Hibernating / Lost
15804,1,1,1,111,Hibernating / Lost
14401,1,1,1,111,Hibernating / Lost
15581,1,1,1,111,Hibernating / Lost
13880,1,1,1,111,Hibernating / Lost
16393,1,1,1,111,Hibernating / Lost
16764,1,1,1,111,Hibernating / Lost
17402,1,1,1,111,Hibernating / Lost
16241,1,1,1,111,Hibernating / Lost
16782,1,1,1,111,Hibernating / Lost
15611,1,1,2,112,Hibernating / Lost
12731,1,1,1,111,Hibernating / Lost
12678,1,1,1,111,Hibernating / Lost
14866,1,1,1,111,Hibernating / Lost
15482,1,1,1,111,Hibernating / Lost
17139,1,1,1,111,Hibernating / Lost
14062,1,1,1,111,Hibernating / Lost
15502,1,1,1,111,Hibernating / Lost
14733,1,1,1,111,Hibernating / Lost
14944,1,1,1,111,Hibernating / Lost
16553,1,1,1,111,Hibernating / Lost
14110,1,1,1,111,Hibernating / Lost
18225,1,1,1,111,Hibernating / Lost
17809,1,1,1,111,Hibernating / Lost
17858,1,1,1,111,Hibernating / Lost
15301,1,1,1,111,Hibernating / Lost
17652,1,1,1,111,Hibernating / Lost
15298,1,1,1,111,Hibernating / Lost
14800,1,1,1,111,Hibernating / Lost
17419,1,1,1,111,Hibernating / Lost
15971,1,1,1,111,Hibernating / Lost
15570,1,1,1,111,Hibernating / Lost
16401,1,1,1,111,Hibernating / Lost
16186,1,1,1,111,Hibernating / Lost
13999,1,1,1,111,Hibernating / Lost
18073,1,1,1,111,Hibernating / Lost
13266,1,1,1,111,Hibernating / Lost
13552,1,1,1,111,Hibernating / Lost
12647,1,1,1,111,Hibernating / Lost
13148,1,1,1,111,Hibernating / Lost
14040,1,1,1,111,Hibernating / Lost
13742,1,1,1,111,Hibernating / Lost
16678,1,1,1,111,Hibernating / Lost
12395,1,1,1,111,Hibernating / Lost
17659,1,1,1,111,Hibernating / Lost
15854,1,1,1,111,Hibernating / Lost
18144,1,1,1,111,Hibernating / Lost
13983,1,1,1,111,Hibernating / Lost
15373,1,1,1,111,Hibernating / Lost
17954,1,1,1,111,Hibernating / Lost
15235,1,1,1,111,Hibernating / Lost
14825,1,1,1,111,Hibernating / Lost
13571,1,1,1,111,Hibernating / Lost
13094,1,1,2,112,Hibernating / Lost
17870,1,1,2,112,Hibernating / Lost
12877,1,1,2,112,Hibernating / Lost
13081,1,1,1,111,Hibernating / Lost
17340,1,1,1,111,Hibernating / Lost
15251,1,1,1,111,Hibernating / Lost
18092,1,1,1,111,Hibernating / Lost
14952,1,1,1,111,Hibernating / Lost
13629,1,1,1,111,Hibernating / Lost
12476,1,1,1,111,Hibernating / Lost
15023,1,1,1,111,Hibernating / Lost
15218,1,1,1,111,Hibernating / Lost
13178,1,1,1,111,Hibernating / Lost
17716,1,1,1,111,Hibernating / Lost
16767,1,1,1,111,Hibernating / Lost
17061,1,1,1,111,Hibernating / Lost
18226,1,1,1,111,Hibernating / Lost
14755,1,1,1,111,Hibernating / Lost
12955,1,1,1,111,Hibernating / Lost
14159,1,1,1,111,Hibernating / Lost
17364,1,1,1,111,Hibernating / Lost
12500,1,1,1,111,Hibernating / Lost
12747,1,1,1,111,Hibernating / Lost
15514,1,1,1,111,Hibernating / Lost
16670,1,1,1,111,Hibernating / Lost
15529,1,1,1,111,Hibernating / Lost
17001,1,1,1,111,Hibernating / Lost
14291,1,1,1,111,Hibernating / Lost
12662,1,1,1,111,Hibernating / Lost
16145,1,1,1,111,Hibernating / Lost
16712,1,1,1,111,Hibernating / Lost
14132,1,1,1,111,Hibernating / Lost
15129,1,1,1,111,Hibernating / Lost
17725,1,1,1,111,Hibernating / Lost
16818,1,1,1,111,Hibernating / Lost
13268,1,1,1,111,Hibernating / Lost
16837,1,1,1,111,Hibernating / Lost
14099,1,1,1,111,Hibernating / Lost
13631,1,1,1,111,Hibernating / Lost
14032,1,1,1,111,Hibernating / Lost
17644,1,1,1,111,Hibernating / Lost
14711,1,1,1,111,Hibernating / Lost
14713,1,1,1,111,Hibernating / Lost
18077,1,1,1,111,Hibernating / Lost
16919,1,1,1,111,Hibernating / Lost
16912,1,1,1,111,Hibernating / Lost
14776,1,1,1,111,Hibernating / Lost
14502,1,1,1,111,Hibernating / Lost
13784,1,1,1,111,Hibernating / Lost
14239,1,1,1,111,Hibernating / Lost
15058,1,1,1,111,Hibernating / Lost
14810,1,1,1,111,Hibernating / Lost
14462,1,1,2,112,Hibernating / Lost
12523,1,1,2,112,Hibernating / Lost
16775,1,1,2,112,Hibernating / Lost
12567,1,1,1,111,Hibernating / Lost
13324,1,1,1,111,Hibernating / Lost
18055,1,1,1,111,Hibernating / Lost
13097,1,1,1,111,Hibernating / Lost
12481,1,1,1,111,Hibernating / Lost
16985,1,1,1,111,Hibernating / Lost
12490,1,1,1,111,Hibernating / Lost
15150,1,1,1,111,Hibernating / Lost
12362,1,1,1,111,Hibernating / Lost
14426,1,1,1,111,Hibernating / Lost
16549,1,1,1,111,Hibernating / Lost
17940,1,1,1,111,Hibernating / Lost
17769,1,1,1,111,Hibernating / Lost
17651,1,1,1,111,Hibernating / Lost
16570,1,1,1,111,Hibernating / Lost
12553,1,1,1,111,Hibernating / Lost
13426,1,1,1,111,Hibernating / Lost
17491,1,1,1,111,Hibernating / Lost
13014,1,1,1,111,Hibernating / Lost
14227,1,1,1,111,Hibernating / Lost
12594,1,1,1,111,Hibernating / Lost
13047,1,1,1,111,Hibernating / Lost
17231,1,1,1,111,Hibernating / Lost
17799,1,1,1,111,Hibernating / Lost
17512,1,1,1,111,Hibernating / Lost
15984,1,1,1,111,Hibernating / Lost
13769,1,1,1,111,Hibernating / Lost
15356,1,1,1,111,Hibernating / Lost
15114,1,1,1,111,Hibernating / Lost
12708,1,1,1,111,Hibernating / Lost
18075,1,1,1,111,Hibernating / Lost
12600,1,1,1,111,Hibernating / Lost
14243,1,1,1,111,Hibernating / Lost
15033,1,1,1,111,Hibernating / Lost
16710,1,1,1,111,Hibernating / Lost
17530,1,1,1,111,Hibernating / Lost
13700,1,1,1,111,Hibernating / Lost
16293,1,1,1,111,Hibernating / Lost
16076,1,1,1,111,Hibernating / Lost
16407,1,1,1,111,Hibernating / Lost
18061,1,1,1,111,Hibernating / Lost
18044,1,1,1,111,Hibernating / Lost
18219,1,1,1,111,Hibernating / Lost
13305,1,1,2,112,Hibernating / Lost
17218,1,1,2,112,Hibernating / Lost
16426,1,1,2,112,Hibernating / Lost
13890,1,1,2,112,Hibernating / Lost
17162,1,1,2,112,Hibernating / Lost
13184,1,1,2,112,Hibernating / Lost
16813,1,1,2,112,Hibernating / Lost
16638,1,1,2,112,Hibernating / Lost
15024,1,1,2,112,Hibernating / Lost
16794,1,1,2,112,Hibernating / Lost
13491,1,1,2,112,Hibernating / Lost
14258,1,1,1,111,Hibernating / Lost
12428,1,1,1,111,Hibernating / Lost
12980,1,1,1,111,Hibernating / Lost
14961,1,1,1,111,Hibernating / Lost
12705,1,1,1,111,Hibernating / Lost
12626,1,1,1,111,Hibernating / Lost
17049,1,1,1,111,Hibernating / Lost
16265,1,1,1,111,Hibernating / Lost
12664,1,1,1,111,Hibernating / Lost
14292,1,1,1,111,Hibernating / Lost
14390,1,1,1,111,Hibernating / Lost
14525,1,1,1,111,Hibernating / Lost
14299,1,1,1,111,Hibernating / Lost
13183,1,1,1,111,Hibernating / Lost
17091,1,1,1,111,Hibernating / Lost
16019,1,1,1,111,Hibernating / Lost
15622,1,1,1,111,Hibernating / Lost
12417,1,1,1,111,Hibernating / Lost
12619,1,1,1,111,Hibernating / Lost
13082,1,1,1,111,Hibernating / Lost
15544,1,1,1,111,Hibernating / Lost
14395,1,1,1,111,Hibernating / Lost
13993,1,1,1,111,Hibernating / Lost
14221,1,1,1,111,Hibernating / Lost
13842,1,1,1,111,Hibernating / Lost
16156,1,1,1,111,Hibernating / Lost
14456,1,1,1,111,Hibernating / Lost
17504,1,1,1,111,Hibernating / Lost
15687,1,1,1,111,Hibernating / Lost
15606,1,1,1,111,Hibernating / Lost
15628,1,1,1,111,Hibernating / Lost
17069,1,1,1,111,Hibernating / Lost
13021,1,1,1,111,Hibernating / Lost
13911,1,1,1,111,Hibernating / Lost
14701,1,1,1,111,Hibernating / Lost
14659,1,1,1,111,Hibernating / Lost
13588,1,1,1,111,Hibernating / Lost
17071,1,1,1,111,Hibernating / Lost
17634,1,1,1,111,Hibernating / Lost
14309,1,1,1,111,Hibernating / Lost
12584,1,1,1,111,Hibernating / Lost
15281,1,1,1,111,Hibernating / Lost
13704,1,1,1,111,Hibernating / Lost
14211,1,1,1,111,Hibernating / Lost
13755,1,1,1,111,Hibernating / Lost
18008,1,1,1,111,Hibernating / Lost
16954,1,1,1,111,Hibernating / Lost
16942,1,1,2,112,Hibernating / Lost
15021,1,1,2,112,Hibernating / Lost
17293,1,1,2,112,Hibernating / Lost
14524,1,1,2,112,Hibernating / Lost
17705,1,1,2,112,Hibernating / Lost
17750,1,1,2,112,Hibernating / Lost
16359,1,1,2,112,Hibernating / Lost
14573,1,1,2,112,Hibernating / Lost
16817,1,1,2,112,Hibernating / Lost
14587,1,1,2,112,Hibernating / Lost
15660,1,1,2,112,Hibernating / Lost
14704,1,1,2,112,Hibernating / Lost
16365,1,1,2,112,Hibernating / Lost
14878,1,1,2,112,Hibernating / Lost
14901,1,1,2,112,Hibernating / Lost
15059,1,1,2,112,Hibernating / Lost
15602,1,1,2,112,Hibernating / Lost
17800,1,1,2,112,Hibernating / Lost
14410,1,1,2,112,Hibernating / Lost
14083,1,1,2,112,Hibernating / Lost
17848,1,1,3,113,Hibernating / Lost
12939,1,1,1,111,Hibernating / Lost
14769,1,1,1,111,Hibernating / Lost
16180,1,1,1,111,Hibernating / Lost
14936,1,1,1,111,Hibernating / Lost
13093,1,1,1,111,Hibernating / Lost
17396,1,1,1,111,Hibernating / Lost
17338,1,1,1,111,Hibernating / Lost
17509,1,1,1,111,Hibernating / Lost
12637,1,1,1,111,Hibernating / Lost
14505,1,1,1,111,Hibernating / Lost
13209,1,1,1,111,Hibernating / Lost
17365,1,1,1,111,Hibernating / Lost
12524,1,1,1,111,Hibernating / Lost
17567,1,1,1,111,Hibernating / Lost
15034,1,1,1,111,Hibernating / Lost
12949,1,1,1,111,Hibernating / Lost
12957,1,1,1,111,Hibernating / Lost
14547,1,1,1,111,Hibernating / Lost
12779,1,1,1,111,Hibernating / Lost
17173,1,1,1,111,Hibernating / Lost
14364,1,1,1,111,Hibernating / Lost
15845,1,1,1,111,Hibernating / Lost
13137,1,1,1,111,Hibernating / Lost
17230,1,1,1,111,Hibernating / Lost
17528,1,1,1,111,Hibernating / Lost
13327,1,1,1,111,Hibernating / Lost
17758,1,1,1,111,Hibernating / Lost
15410,1,1,1,111,Hibernating / Lost
15981,1,1,1,111,Hibernating / Lost
15632,1,1,1,111,Hibernating / Lost
14388,1,1,1,111,Hibernating / Lost
15861,1,1,1,111,Hibernating / Lost
12910,1,1,1,111,Hibernating / Lost
12598,1,1,1,111,Hibernating / Lost
15521,1,1,1,111,Hibernating / Lost
14868,1,1,1,111,Hibernating / Lost
16316,1,1,1,111,Hibernating / Lost
13870,1,1,1,111,Hibernating / Lost
13971,1,1,1,111,Hibernating / Lost
14808,1,1,1,111,Hibernating / Lost
15696,1,1,1,111,Hibernating / Lost
15796,1,1,1,111,Hibernating / Lost
14732,1,1,1,111,Hibernating / Lost
16255,1,1,1,111,Hibernating / Lost
14262,1,1,1,111,Hibernating / Lost
14334,1,1,1,111,Hibernating / Lost
17314,1,1,1,111,Hibernating / Lost
13394,1,1,1,111,Hibernating / Lost
12352,1,1,1,111,Hibernating / Lost
15932,1,1,1,111,Hibernating / Lost
12483,1,1,1,111,Hibernating / Lost
15750,1,1,1,111,Hibernating / Lost
15527,1,1,1,111,Hibernating / Lost
14030,1,1,1,111,Hibernating / Lost
12704,1,1,1,111,Hibernating / Lost
18257,1,1,1,111,Hibernating / Lost
17211,1,1,1,111,Hibernating / Lost
17696,1,1,1,111,Hibernating / Lost
13862,1,1,1,111,Hibernating / Lost
14341,1,1,1,111,Hibernating / Lost
17861,1,1,1,111,Hibernating / Lost
13126,1,1,1,111,Hibernating / Lost
14730,1,1,2,112,Hibernating / Lost
13725,1,1,2,112,Hibernating / Lost
17997,1,1,2,112,Hibernating / Lost
15518,1,1,2,112,Hibernating / Lost
14472,1,1,2,112,Hibernating / Lost
17368,1,1,2,112,Hibernating / Lost
17228,1,1,2,112,Hibernating / Lost
12423,1,1,2,112,Hibernating / Lost
12963,1,1,2,112,Hibernating / Lost
17629,1,1,2,112,Hibernating / Lost
15241,1,1,2,112,Hibernating / Lost
12843,1,1,2,112,Hibernating / Lost
16115,1,1,2,112,Hibernating / Lost
13012,1,1,2,112,Hibernating / Lost
15214,1,1,2,112,Hibernating / Lost
15953,1,1,2,112,Hibernating / Lost
17837,1,1,2,112,Hibernating / Lost
15916,1,1,2,112,Hibernating / Lost
16910,1,1,2,112,Hibernating / Lost
16016,1,1,2,112,Hibernating / Lost
14541,1,1,2,112,Hibernating / Lost
14071,1,1,2,112,Hibernating / Lost
18116,1,1,2,112,Hibernating / Lost
15134,1,1,2,112,Hibernating / Lost
17372,1,1,2,112,Hibernating / Lost
15910,1,1,2,112,Hibernating / Lost
12464,1,1,2,112,Hibernating / Lost
15737,1,1,2,112,Hibernating / Lost
17894,1,1,2,112,Hibernating / Lost
13117,1,1,2,112,Hibernating / Lost
15860,1,1,2,112,Hibernating / Lost
17097,1,1,2,112,Hibernating / Lost
14344,1,1,3,113,Hibernating / Lost
17114,1,1,3,113,Hibernating / Lost
17888,1,1,3,113,Hibernating / Lost
15304,1,1,3,113,Hibernating / Lost
12744,1,1,1,111,Hibernating / Lost
12433,1,1,1,111,Hibernating / Lost
13340,1,1,1,111,Hibernating / Lost
12766,1,1,1,111,Hibernating / Lost
17416,1,1,1,111,Hibernating / Lost
16652,1,1,1,111,Hibernating / Lost
12472,1,1,1,111,Hibernating / Lost
13225,1,1,1,111,Hibernating / Lost
17686,1,1,1,111,Hibernating / Lost
16609,1,1,1,111,Hibernating / Lost
15727,1,1,1,111,Hibernating / Lost
15903,1,1,1,111,Hibernating / Lost
13139,1,1,1,111,Hibernating / Lost
14329,1,1,1,111,Hibernating / Lost
17133,1,1,1,111,Hibernating / Lost
14004,1,1,1,111,Hibernating / Lost
15299,1,1,1,111,Hibernating / Lost
12627,1,1,1,111,Hibernating / Lost
15874,1,1,1,111,Hibernating / Lost
12347,1,1,1,111,Hibernating / Lost
17937,1,1,1,111,Hibernating / Lost
13384,1,1,1,111,Hibernating / Lost
12867,1,1,1,111,Hibernating / Lost
12727,1,1,1,111,Hibernating / Lost
14739,1,1,1,111,Hibernating / Lost
13435,1,1,1,111,Hibernating / Lost
12562,1,1,1,111,Hibernating / Lost
17819,1,1,1,111,Hibernating / Lost
15379,1,1,1,111,Hibernating / Lost
16242,1,1,1,111,Hibernating / Lost
13953,1,1,1,111,Hibernating / Lost
14907,1,1,1,111,Hibernating / Lost
13536,1,1,1,111,Hibernating / Lost
15974,1,1,1,111,Hibernating / Lost
13437,1,1,1,111,Hibernating / Lost
17669,1,1,1,111,Hibernating / Lost
15708,1,1,1,111,Hibernating / Lost
16556,1,1,1,111,Hibernating / Lost
15443,1,1,1,111,Hibernating / Lost
16107,1,1,1,111,Hibernating / Lost
17685,1,1,1,111,Hibernating / Lost
13758,1,1,1,111,Hibernating / Lost
13685,1,1,1,111,Hibernating / Lost
16905,1,1,1,111,Hibernating / Lost
16218,1,1,1,111,Hibernating / Lost
16686,1,1,1,111,Hibernating / Lost
18094,1,1,1,111,Hibernating / Lost
17924,1,1,1,111,Hibernating / Lost
14112,1,1,1,111,Hibernating / Lost
14572,1,1,1,111,Hibernating / Lost
17596,1,1,1,111,Hibernating / Lost
18230,1,1,1,111,Hibernating / Lost
15993,1,1,1,111,Hibernating / Lost
17739,1,1,1,111,Hibernating / Lost
17213,1,1,1,111,Hibernating / Lost
14854,1,1,1,111,Hibernating / Lost
14107,1,1,1,111,Hibernating / Lost
15671,1,1,1,111,Hibernating / Lost
17655,1,1,1,111,Hibernating / Lost
15752,1,1,1,111,Hibernating / Lost
13804,1,1,1,111,Hibernating / Lost
12726,1,1,1,111,Hibernating / Lost
14408,1,1,1,111,Hibernating / Lost
18245,1,1,1,111,Hibernating / Lost
15572,1,1,1,111,Hibernating / Lost
17449,1,1,1,111,Hibernating / Lost
16477,1,1,1,111,Hibernating / Lost
17188,1,1,1,111,Hibernating / Lost
17164,1,1,1,111,Hibernating / Lost
15370,1,1,1,111,Hibernating / Lost
15270,1,1,1,111,Hibernating / Lost
17434,1,1,1,111,Hibernating / Lost
12457,1,1,1,111,Hibernating / Lost
15140,1,1,1,111,Hibernating / Lost
15365,1,1,1,111,Hibernating / Lost
15105,1,1,1,111,Hibernating / Lost
13527,1,1,1,111,Hibernating / Lost
12684,1,1,1,111,Hibernating / Lost
14466,1,1,1,111,Hibernating / Lost
16057,1,1,1,111,Hibernating / Lost
16743,1,1,1,111,Hibernating / Lost
17591,1,1,1,111,Hibernating / Lost
12935,1,1,1,111,Hibernating / Lost
16966,1,1,1,111,Hibernating / Lost
17191,1,1,1,111,Hibernating / Lost
17490,1,1,1,111,Hibernating / Lost
14696,1,1,1,111,Hibernating / Lost
12948,1,1,1,111,Hibernating / Lost
17090,1,1,2,112,Hibernating / Lost
13630,1,1,2,112,Hibernating / Lost
16098,1,1,2,112,Hibernating / Lost
15351,1,1,2,112,Hibernating / Lost
14533,1,1,2,112,Hibernating / Lost
14653,1,1,2,112,Hibernating / Lost
16983,1,1,2,112,Hibernating / Lost
16474,1,1,2,112,Hibernating / Lost
16455,1,1,2,112,Hibernating / Lost
15260,1,1,2,112,Hibernating / Lost
17663,1,1,2,112,Hibernating / Lost
16719,1,1,2,112,Hibernating / Lost
15473,1,1,2,112,Hibernating / Lost
16791,1,1,2,112,Hibernating / Lost
17451,1,1,2,112,Hibernating / Lost
17193,1,1,2,112,Hibernating / Lost
16987,1,1,2,112,Hibernating / Lost
14178,1,1,2,112,Hibernating / Lost
